region,annee,type,nb_etab,nb_ecrans,nb_fauteuils,nb_seances,nb_entrees,recette,rme,indice_freq,tmof
BRETAGNE,2010,G,9.0,77.0,15159.0,138149.0,4493155.0,28697321.0,6.3868976253879515,1.364104315618501,16.926548471472007
CENTRE-VAL DE LOIRE,2010,G,6.0,57.0,11914.0,112758.0,3181388.0,20525801.0,6.4518383171119025,1.2337694369640486,13.552493725334466
CORSE,2010,G,0,0,0,0,0,0,0,0,0
GRAND EST,2010,G,16.0,160.0,37123.0,282049.0,9629890.0,63691081.0,6.613894966609172,1.732438931279857,15.219801494538359
HAUTS-DE-FRANCE,2010,G,13.0,175.0,40679.0,286913.0,9909049.0,67448284.0,6.80673634775648,1.64876681703887,15.258883173846788
ILE-DE-FRANCE,2010,G,63.0,522.0,110597.0,1073762.8242260905,44466979.69565669,299906702.04761946,6.744481053137793,3.680388157570104,20.160378107461828
NORMANDIE,2010,G,8.0,88.0,18185.0,160818.0,5221308.0,30600018.0,5.860603894656282,1.5636727040658183,16.07412440287427
NOUVELLE AQUITAINE,2010,G,13.0,161.0,28972.0,297076.0,7979238.0,50702162.0,6.354261146239779,1.3497863987406205,15.056268270205441
OCCITANIE,2010,G,12.0,139.0,28730.0,266089.0,9523278.0,63182007.0,6.63448100538491,1.649285223802147,17.708501947050877
PAYS DE LA LOIRE,2010,G,10.0,101.0,20168.0,179153.0,6177630.0,38618351.0,6.251321461466614,1.6613177529076146,17.97278574556936
PROVENCE-ALPES-COTE D'AZUR,2010,G,21.0,161.0,30246.0,275899.0,11002822.0,82660627.0,7.512675111894021,2.1970592117336003,21.749022068844408
AUVERGNE-RHONE-ALPES,2011,G,22.0,213.0,42951.0,395222.0,13986805.0,97001022.0,6.935180836509839,1.7754939323645054,17.778717181892056
BOURGOGNE-FRANCHE-COMTE,2011,G,9.0,76.0,13466.0,134699.0,3361041.0,20686935.0,6.1549189670700235,1.1912599236482944,14.406185437362984
BRETAGNE,2011,G,6.0,67.0,13339.0,124900.0,4235488.0,27622772.0,6.521744837902976,1.2858776204138014,17.399082264104564
CENTRE-VAL DE LOIRE,2011,G,7.0,67.0,13794.0,126506.0,3793673.0,24724897.0,6.517403318630784,1.4712187891686626,14.634111435750135
CORSE,2011,G,0,0,0,0,0,0,0,0,0
GRAND EST,2011,G,17.0,172.0,39691.0,302503.0,10472691.0,68630520.0,6.553284155906061,1.884060732123023,15.493034548947888
HAUTS-DE-FRANCE,2011,G,13.0,175.0,40679.0,297268.0,10783190.0,71163290.0,6.59946546430138,1.7942151516079266,16.02285199124894
ILE-DE-FRANCE,2011,G,61.0,511.0,109062.0,1075068.5549801649,45419284.83062473,305463181.8486506,6.725407125800598,3.7592073750010537,20.339523960600587
NORMANDIE,2011,G,8.0,88.0,18185.0,172344.0,5617356.0,32920034.0,5.860414401366052,1.6822808089889256,16.081404481523517
NOUVELLE AQUITAINE,2011,G,13.0,161.0,28972.0,304682.0,8064103.0,51750506.0,6.417391494131461,1.3641423588873314,14.97907460778554
OCCITANIE,2011,G,13.0,141.0,28940.0,272951.0,9581862.0,63847862.0,6.663408636025023,1.6594310712247702,17.41608342304145
PAYS DE LA LOIRE,2011,G,11.0,110.0,22012.0,197258.0,6821586.0,43058056.0,6.312030076290177,1.8344934748092785,17.79304633092787
PROVENCE-ALPES-COTE D'AZUR,2011,G,22.0,165.0,30766.0,293338.0,11249669.0,83630801.0,7.434067704569797,2.2463499732526726,20.92152293678237
AUVERGNE-RHONE-ALPES,2012,G,18.0,202.0,42519.0,373438.0,12296205.0,86998470.0,7.075229308554957,1.5608880919273624,15.850412805105046
BOURGOGNE-FRANCHE-COMTE,2012,G,6.0,57.0,10302.0,98442.0,2215355.0,13986524.0,6.313445926273667,0.7851923342065352,12.711904767916094
BRETAGNE,2012,G,9.0,77.0,15159.0,141556.0,4515851.0,28936931.0,6.407857788044822,1.3709947326077387,16.367587106816092
CENTRE-VAL DE LOIRE,2012,G,6.0,57.0,11914.0,113529.0,3135352.0,19957966.0,6.365462633860568,1.2159162829947505,13.240731536067463
CORSE,2012,G,0,0,0,0,0,0,0,0,0
GRAND EST,2012,G,17.0,169.0,38852.0,305554.0,9544988.0,63342557.0,6.636211276535916,1.717164869982841,13.966750429717722
HAUTS-DE-FRANCE,2012,G,13.0,175.0,40679.0,303676.0,10007115.0,67260108.0,6.7212286458185,1.6650840203022441,14.469720689739237
ILE-DE-FRANCE,2012,G,66.0,529.0,111597.0,1105205.8540360583,43694293.59736039,300124856.2975147,6.868742611178076,3.616435427136143,19.249164029965986
NORMANDIE,2012,G,6.0,78.0,16240.0,156210.0,4708607.0,29028219.0,6.164927121758091,1.4101294618270441,14.736541291391807
NOUVELLE AQUITAINE,2012,G,11.0,145.0,26543.0,272709.0,6827069.0,44084886.0,6.457366404235844,1.1548828195704564,13.81948118260933
OCCITANIE,2012,G,12.0,129.0,26949.0,246939.0,8427451.0,57426565.0,6.81422710140943,1.4595048478703054,16.60689954427565
PAYS DE LA LOIRE,2012,G,8.0,89.0,17867.0,163617.0,5468622.0,35249251.0,6.445728192586725,1.4706479365939924,17.042799737468517
PROVENCE-ALPES-COTE D'AZUR,2012,G,22.0,167.0,31006.0,293732.0,10671840.0,80212662.0,7.516291661044393,2.130968253248767,19.69579433857017
AUVERGNE-RHONE-ALPES,2013,G,24.0,240.0,47996.0,436923.0,13032778.0,92601540.0,7.105280240329422,1.6543891375373871,14.97374574992233
BOURGOGNE-FRANCHE-COMTE,2013,G,5.0,45.0,8462.0,79665.0,1701578.0,10789281.0,6.34075017425002,0.6030934101552518,11.628600549263027
BRETAGNE,2013,G,6.0,67.0,13339.0,123919.0,3692304.0,24498310.0,6.634965593298927,1.1209690787376474,15.177096211085997
CENTRE-VAL DE LOIRE,2013,G,5.0,48.0,9681.0,89045.0,2515247.0,16939325.0,6.734656675865233,0.9754342680036237,13.757475209166929
CORSE,2013,G,0,0,0,0,0,0,0,0,0
GRAND EST,2013,G,17.0,169.0,38852.0,303395.0,8891195.0,59405772.0,6.681415940152027,1.599546034648455,13.100834741066302
HAUTS-DE-FRANCE,2013,G,10.0,142.0,33726.0,242016.0,7809821.0,52886716.0,6.771821786952607,1.2994762375091016,13.883201169102547
ILE-DE-FRANCE,2013,G,60.0,504.0,106903.0,1014139.9842623535,39425582.454673246,274455395.53601015,6.961352970537485,3.2631280056481073,18.785665562330404
NORMANDIE,2013,G,8.0,91.0,18587.0,175570.0,4678757.0,29704007.0,6.348696245605403,1.4011900102152326,13.233537454538997
NOUVELLE AQUITAINE,2013,G,11.0,138.0,25044.0,254967.0,6099161.0,39161468.0,6.420795909470171,1.0317482147454733,13.328399398950728
OCCITANIE,2013,G,14.0,135.0,27781.0,257389.0,8425587.0,57621582.0,6.838880424592376,1.4591820317499353,16.20076169616868
PAYS DE LA LOIRE,2013,G,7.0,80.0,15881.0,149863.0,4621726.0,30740620.0,6.651328962383317,1.242896621013997,15.924182614964375
PROVENCE-ALPES-COTE D'AZUR,2013,G,22.0,172.0,31633.0,289695.0,10112675.0,75165940.0,7.432844425436396,2.0193133874217075,19.19634235378449
AUVERGNE-RHONE-ALPES,2014,G,28.0,262.0,51338.0,483479.0,13947236.0,98091571.0,7.033047336404145,1.7704710183101713,14.778266391932107
BOURGOGNE-FRANCHE-COMTE,2014,G,9.0,81.0,14670.0,145091.0,3395256.0,21063669.0,6.203852964253652,1.2033868088269122,13.11389499547769
BRETAGNE,2014,G,9.0,77.0,15159.0,140271.0,4455539.0,28981808.0,6.504669356502098,1.352684244880611,16.307315934818448
CENTRE-VAL DE LOIRE,2014,G,7.0,70.0,14181.0,131224.0,3748579.0,25175381.0,6.715979841961447,1.4537309508444918,14.078710445093828
CORSE,2014,G,0,0,0,0,0,0,0,0,0
GRAND EST,2014,G,17.0,169.0,38852.0,304131.0,9416147.0,61982012.0,6.582523828483136,1.6939860834811231,13.778106070855408
HAUTS-DE-FRANCE,2014,G,12.0,166.0,38657.0,286017.0,9433356.0,62794774.0,6.656673828486914,1.5696162513793732,14.387221298713959
ILE-DE-FRANCE,2014,G,63.0,545.0,114983.0,1125369.434996115,41685671.333525956,289290072.2358706,6.939796409209015,3.450188255786883,18.000489908369744
NORMANDIE,2014,G,7.0,88.0,18110.0,173301.0,4995202.0,32756660.0,6.557624696658914,1.4959586790694945,14.155416446704546
NOUVELLE AQUITAINE,2014,G,12.0,150.0,27096.0,280831.0,6791954.0,43580048.0,6.416422726066755,1.1489426847616215,13.512876214888816
OCCITANIE,2014,G,14.0,142.0,28919.0,265193.0,8871423.0,60667923.0,6.838578545967203,1.5363939672871583,16.615457935846827
PAYS DE LA LOIRE,2014,G,12.0,120.0,22693.0,222194.0,6357640.0,41290797.0,6.494673652487401,1.7097269015132934,15.319307333404787
PROVENCE-ALPES-COTE D'AZUR,2014,G,20.0,163.0,30481.0,288692.0,10635667.0,78720011.0,7.401511442582773,2.1237451769447024,19.8930846023864
AUVERGNE-RHONE-ALPES,2015,G,29.0,273.0,53332.0,507479.0,13629919.0,97364195.0,7.143416993160415,1.730190596288408,13.88929519876107
BOURGOGNE-FRANCHE-COMTE,2015,G,8.0,79.0,14400.0,137945.0,3335969.0,21208543.0,6.357535996287735,1.1823736087221421,13.635548565137428
BRETAGNE,2015,G,10.0,89.0,17465.0,157417.0,4864661.0,32590201.0,6.699377613362986,1.4768920867677642,15.97496277968354
CENTRE-VAL DE LOIRE,2015,G,7.0,70.0,14181.0,129923.0,3655594.0,25455883.0,6.963542176729692,1.4176705737084425,14.007093679623875
CORSE,2015,G,0,0,0,0,0,0,0,0,0
GRAND EST,2015,G,14.0,155.0,35848.0,278472.0,8754547.0,59384169.0,6.783237213758747,1.5749627512379973,14.025738907109142
HAUTS-DE-FRANCE,2015,G,13.0,180.0,41182.0,315738.0,9738480.0,66322699.0,6.810374822354207,1.6203858384792218,13.795326988947851
ILE-DE-FRANCE,2015,G,59.0,531.0,111859.0,1108232.4845459848,38362557.77253316,270701714.3866252,7.0564042155823685,3.175144889229359,17.060509928716268
NORMANDIE,2015,G,7.0,88.0,18493.0,172573.0,4927308.0,33306118.0,6.759495854531521,1.4756258439695837,13.883908364155731
NOUVELLE AQUITAINE,2015,G,11.0,139.0,24779.0,262486.0,6156167.0,40787438.0,6.625459965592227,1.041391481865292,13.407648808232613
OCCITANIE,2015,G,15.0,150.0,29386.0,279192.0,9098557.0,63516013.0,6.980888617832476,1.5757300813881092,17.046615104156253
PAYS DE LA LOIRE,2015,G,9.0,100.0,19198.0,194000.0,5703377.0,37995631.0,6.661953260322788,1.5337793719638393,15.700227780023598
PROVENCE-ALPES-COTE D'AZUR,2015,G,20.0,163.0,30440.0,291040.0,10141988.0,75856116.0,7.479412911945863,2.025166649127981,18.945772435112616
AUVERGNE-RHONE-ALPES,2016,G,28.0,266.0,52261.0,493270.0,13559254.0,97949099.0,7.2237822965776735,1.7212203361946599,14.266220103798775
BOURGOGNE-FRANCHE-COMTE,2016,G,8.0,74.0,13332.0,131444.0,3018590.0,19676921.0,6.518580198039482,1.0698843878802744,13.15395221229066
BRETAGNE,2016,G,10.0,90.0,18048.0,159774.0,4899601.0,32941518.0,6.723306244732989,1.4874997343534162,15.974600924417844
CENTRE-VAL DE LOIRE,2016,G,7.0,70.0,14181.0,130588.0,3789041.0,26200483.0,6.914805883599571,1.4694224600091832,14.506024854688645
CORSE,2016,G,0,0,0,0,0,0,0,0,0
GRAND EST,2016,G,17.0,175.0,39431.0,319600.0,9292929.0,63313597.0,6.813093804977957,1.6718188873621185,13.359256690051463
HAUTS-DE-FRANCE,2016,G,13.0,180.0,41182.0,321072.0,9788966.0,67179717.0,6.862800115967304,1.62878620480348,13.756273098031247
ILE-DE-FRANCE,2016,G,60.0,544.0,114752.0,1114559.9684270401,38054947.8807477,271505284.2496336,7.134559350874589,3.1496850129205294,16.91318200488645
NORMANDIE,2016,G,6.0,74.0,15575.0,142513.0,4525553.0,31832501.0,7.033947232526058,1.355308611731615,15.468105604618113
NOUVELLE AQUITAINE,2016,G,11.0,127.0,22933.0,246535.0,5885968.0,38509146.0,6.542534040280206,0.9956839926096366,13.577900815132923
OCCITANIE,2016,G,15.0,151.0,30005.0,284175.0,9256069.0,65696157.0,7.097630430369523,1.6030087362978498,16.81409896011677
PAYS DE LA LOIRE,2016,G,9.0,100.0,19198.0,194758.0,5591082.0,37128945.0,6.640744135035043,1.503580464443842,15.363344641479449
PROVENCE-ALPES-COTE D'AZUR,2016,G,17.0,160.0,30345.0,283568.0,9988664.0,76421969.0,7.650869926148282,1.9945506938230746,19.07302004498818
AUVERGNE-RHONE-ALPES,2017,G,30.0,286.0,55542.0,517848.0,13016006.0,95482496.0,7.335775352285486,1.652260089178336,13.037035520516724
BOURGOGNE-FRANCHE-COMTE,2017,G,8.0,74.0,13332.0,131447.0,2935690.0,19259607.0,6.560504344804799,1.0405019888942328,12.562759449874475
BRETAGNE,2017,G,10.0,90.0,18048.0,159412.0,4888157.0,33637685.0,6.881465754884714,1.484025380633605,15.788954327394384
CENTRE-VAL DE LOIRE,2017,G,7.0,72.0,14788.0,130436.0,3744164.0,26456041.0,7.065940754731898,1.4520187761382957,14.246275660056137
CORSE,2017,G,0,0,0,0,0,0,0,0,0
GRAND EST,2017,G,14.0,162.0,36732.0,300385.0,8682507.0,60829462.0,7.005979033475009,1.5620025927513064,13.201840522868185
HAUTS-DE-FRANCE,2017,G,13.0,180.0,41123.0,318265.0,9445228.0,65786451.0,6.965046370505826,1.571591633643795,13.310581267719327
ILE-DE-FRANCE,2017,G,56.0,547.0,114925.0,1131814.3088971963,37685196.168806665,273943432.3585238,7.269258494275166,3.119081859048085,16.38753215595902
NORMANDIE,2017,G,6.0,74.0,15954.0,141529.0,4300319.0,30717941.0,7.143177285220004,1.2878557325244202,14.341505272780209
NOUVELLE AQUITAINE,2017,G,11.0,129.0,23164.0,245741.0,5673411.0,38439243.0,6.775331982823032,0.9597273577082701,13.008748707044
OCCITANIE,2017,G,14.0,141.0,27506.0,269148.0,8345020.0,60447669.0,7.243561908779128,1.4452290669592331,16.173456249238935
PAYS DE LA LOIRE,2017,G,10.0,109.0,21042.0,206937.0,5944520.0,39166056.0,6.5885985748218525,1.5986286987913445,15.179137477556297
PROVENCE-ALPES-COTE D'AZUR,2017,G,19.0,168.0,31427.0,304403.0,10119028.0,78083077.0,7.7164602173252215,2.0205819635353754,17.984133023140036
AUVERGNE-RHONE-ALPES,2018,G,30.0,286.0,55021.0,542374.0,12468126.0,91927590.0,7.373007779998374,1.58271185313273,12.06506429497588
BOURGOGNE-FRANCHE-COMTE,2018,G,7.0,69.0,12520.0,122183.0,2722625.0,18093220.0,6.645505715991002,0.9649849703181061,12.459883077889618
BRETAGNE,2018,G,10.0,90.0,18326.0,159800.0,4576453.0,31825663.0,6.954220441027145,1.3893932632026351,14.560128635675051
CENTRE-VAL DE LOIRE,2018,G,6.0,60.0,12167.0,109110.0,3142641.0,22171976.0,7.055204842042091,1.2187430194462714,14.336050316845569
CORSE,2018,G,0,0,0,0,0,0,0,0,0
GRAND EST,2018,G,13.0,156.0,34200.0,293593.0,7625773.0,54165005.0,7.102887143375498,1.3718937626808603,12.17114991215555
HAUTS-DE-FRANCE,2018,G,12.0,170.0,38712.0,306324.0,8680849.0,62504222.0,7.200242971626393,1.4444065999598001,12.714403116423103
ILE-DE-FRANCE,2018,G,61.0,556.0,113489.0,1141436.4135104804,34817091.07926884,257006987.40951365,7.381632969405174,2.881698072731863,15.350351255374711
NORMANDIE,2018,G,6.0,74.0,15978.0,143570.0,3978297.0,29611698.0,7.443310039446527,1.1914168686403739,13.017070492383178
NOUVELLE AQUITAINE,2018,G,10.0,117.0,21112.0,227353.0,4989040.0,34091824.0,6.83334348892773,0.8439575727372595,12.327135182174647
OCCITANIE,2018,G,13.0,130.0,25848.0,246254.0,7342966.0,53821259.0,7.329634782457116,1.2716887318296868,15.363441326363017
